ref,manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin,cocoa_percent,number_of_ingredients,ingredients,rating,characteristics,Characteristics 2,Characteristics 3,,
789,Tocoti,U.S.A.,2011,Dominican Republic,Dominican Republic,0.74,3," B,S,C",3,pronounced fruit, sour,,,
188,Theo,U.S.A.,2007,Blend,"Ghana, Panama, Ecuador",0.75,3," B,S,C",3,sandy, sweet, fruity,,
2358,Terroir,U.S.A.,2019,Belize,Maya Mountain,0.77,3," B,S,C",3,berries, licorice, cocoa,bitter,
829,Tejas,U.S.A.,2012,Madagascar,Capistrano*,0.7,3," B,S,C",3,sticky, caramel,,,
1271,Taza,U.S.A.,2014,Belize,Belize,0.68,3," B,S,C",3,coarse, watering, sweet,,
180,Taza,U.S.A.,2007,Dominican Republic,"Dark, Stone Ground",0.7,3," B,S,C",3,sandy, sour banana, sweet,,
2634,sweet beans,U.S.A.,2021,Peru,Peru,0.72,3," B,S,C",3,earthy, roasty, hammy,,
2634,sweet beans,U.S.A.,2021,Honduras,Honduras,0.72,3," B,S,C",3,overly roasty, spicy,,,
1113,SRSLY,U.S.A.,2013,Dominican Republic,Dominican Republic,0.7,3," B,S,L",3,unrefined, sweet, mild coffee,,
1335,Solstice,U.S.A.,2014,Uganda,Bundibugyo,0.7,3," B,S,C",3,molasses, licorice, muted,,
502,Snake & Butterfly,U.S.A.,2010,Madagascar,Madagascar,0.68,3," B,S,C",3,mild cocoa, fruity,,,
1462,Sjolinds,U.S.A.,2015,Nicaragua,"Nicaragua, lot N510",0.72,3," B,S,C",3,mild, nutty, vanilla, cocoa,
2370,Shane Chocolate Works,U.S.A.,2019,Colombia,Colombia,0.7,3," B,S,C",3,black pepper, astringent,,,
2370,Shane Chocolate Works,U.S.A.,2019,Guatemala,Guatemala,0.7,3," B,S,C",3,spicy, rich cocoa, sweet,,
2080,River-Sea,U.S.A.,2018,Tanzania,"Kokoa Kamili, Morogoro",0.72,3," B,S,C",3,muted, heavy roast,,,
1788,Raaka,U.S.A.,2016,Peru,"Amazon Basin Blend- SMartin,Pangoa,nacional",0.7,3," B,S,C",3,pungent, green, citrus,,
2586,Poppy and Peep,U.S.A.,2021,Ghana,Ghana,0.66,3," B,S,C",3,extra sweet, nutty, deep cocoa,,
2582,Poppy and Peep,U.S.A.,2021,Guatemala,Guatemala,0.76,3," B,S,C",3,tart with woody undertones,,,,
2530,Pollinator,U.S.A.,2020,Dominican Republic,Zorzal Plantation,0.7,3," B,S,C",3,slightly bitter, earthy, fruity,,
2530,Pollinator,U.S.A.,2020,Bolivia,"Tranquilidad, ""Wild Bolivia""",0.7,3," B,S,C",3,sandy, dried fruit, earthy,,
2462,Piety and Desire,U.S.A.,2020,Vietnam,"Dak Nong, batch 405",0.7,3," B,S,C",3,swiss miss, pistachio, rich,,
2258,Perrenial,U.S.A.,2018,Fiji,Fiji,0.75,3," B,S*,C",3,mild smokey, black licorice,,,
1454,Peppalo,U.S.A.,2015,Dominican Republic,Dominican Republic,0.82,3," B,S,C",3,coarse, earthy, sweet,,
2278,Parre Chocolat,U.S.A.,2019,Colombia,Colombia,0.75,3," B,S,C",3,nut, roasty, high astringent,,
486,Olive and Sinclair,U.S.A.,2010,Ghana,Ghana prototype,0.72,3," B,S,C",3,gritty, simple cocoa, burnt,,
486,Olive and Sinclair,U.S.A.,2010,Dominican Republic,Dominican Republic prototype,0.72,3," B,S,C",3,earthy, cheesy,,,
457,Olive and Sinclair,U.S.A.,2009,Blend,"Dark 75, Ghana, Domin. Rep",0.75,3," B,S,C",3,fatty,cheese, musty,,
1598,Ohiyo,U.S.A.,2015,Tanzania,Tanzania,0.7,3," B,S,C",3,sweet,sandy, fruit, pungent,
2486,Nuance,U.S.A.,2020,Nigeria,"Akwa Ibom, 2017 h., batch 19762",0.7,3," B,S,C",3,cocoa, nut, dried fruit, rubbery,
2174,Ninth (9th) & Larkin,U.S.A.,2018,Dominican Republic,Oko Caribe,0.72,3," B,S,C",3,basic cocoa, sour ending,,,
2158,Ninth (9th) & Larkin,U.S.A.,2018,Tanzania,"Kokoa Kamili, Kilobmbero batch TK186",0.72,3," B,S,C",3,sweet, melon notes,,,
2350,Moka Origins,U.S.A.,2019,Sierra Leone,Gola Rainforest,0.72,3," B,S,C",3,roasty, honey, sweet,,
1030,Moho,U.S.A.,2013,Belize,Toledo District,0.72,3," B,S,C",3,strawberry, blueberry,,,
2486,Maverick,U.S.A.,2020,Vietnam,"Dak Nong, Marou Cacao",0.75,3," B,S,C",3,roasty, hammy, dirty,,
2482,Maverick,U.S.A.,2020,U.S.A.,"Hawai'i Island, Big Island, Mauna Kea",0.7,3," B,S,C",3,nutty, cheese, savory,,
2450,Arete,U.S.A.,2019,India,Idukki,0.7,3," B,S,C",3,burn butterscotch, rubbery,,,
2262,Map Chocolate,U.S.A.,2018,Blend,"""Peace of Wild Things""",0.72,3," B,S,C",3,off notes, rubbery, hammy,,
1610,Map Chocolate,U.S.A.,2015,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",0.72,3," B,S,C",3,sweet, fatty, roasty,,
1007,Manoa,U.S.A.,2012,Peru,"Piura, batch 173",0.72,3," B,S,C",3,banana, menthol, medicinal,,
2506,Lumineux,U.S.A.,2020,India,"Kerala State, GoGround, batch 88",0.72,3," B,S,C",3,deep cocoa, sl. pungent, sandy,,
2586,Loon,U.S.A.,2021,Belize,Maya Mountain,0.75,3," B,S,C",3,cherry, fatty, cocoa,,
2426,La Cascade du Chocolat,U.S.A.,2019,Fiji,"Fiji, batch 51019",0.68,3," B,S,C",3,unrefined, sweet, basic cocoa,,
1422,Kto,U.S.A.,2014,Belize,Belize,0.72,3," B,S,C",3,nutty, sour milk,,,
1255,Indi,U.S.A.,2014,Honduras,Honduras,0.77,3," B,S,C",3,buttery, intense, spice, roasty,
1243,Heirloom Cacao Preservation (Guittard),U.S.A.,2014,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",0.67,3," B,S,C",3,woody, earthy, medicinal,,
2040,Harper Macaw,U.S.A.,2018,Brazil,Libiano,0.75,3," B,S,C",3,flat, late tart notes,,,
1696,Harper Macaw,U.S.A.,2015,Brazil,Brazil Blend,0.67,3," B,S,C",3,sandy, sweet, dried fruit,,
2446,Goodnow Farms,U.S.A.,2019,Costa Rica,Coto Brus,0.73,3," B,S,C",3,floral, rubbery, woody,,
1359,Fruition,U.S.A.,2014,Peru,Maranon,0.76,3," B,S,C",3,acidic, undefined, brownie, off,
1185,Fruition,U.S.A.,2013,Ecuador,Camino Verde,0.75,3," B,S,C",3,sandy,sweet, molasses,floral,
781,Fruition,U.S.A.,2011,Costa Rica,Costa Rica,0.7,3," B,S,C",3,fatty, sweet, vanilla,,
2708,Fresco,U.S.A.,2021,Peru,"Lamas, Oro Verde, #280, MR 0C, batch 21-457",0.74,3," B,S,C",3,licorice, caramel, floral, dirty,
1383,Fresco,U.S.A.,2014,Peru,"Maranon, #228, MR, SC",0.7,3," B,S,C",3,light color, leathery flavor,,,
697,Duffy's,U.K.,2011,Panama,"Bocas del Toro, Tierra Oscura",0.72,3," B,S,C",3,licorice, leathery,,,
1688,Doble & Bignall,U.K.,2015,Venezuela,Puerto Cabello,0.85,3," B,S,C",3,intense, spicy, floral,,
1610,Damson,U.K.,2015,Trinidad,Robson Estate,0.7,3," B,S,C",3,floral, sour, synthetic, off,
2052,Bullion,U.K.,2018,Guatemala,"Lanquin, No.3, Batch 21, 2016",0.7,3," B,S,C",3,roasty and under refined,,,,
1227,Willie's Cacao,U.K.,2014,Colombia,Los Llanos,0.88,3," B,S,C",3,mild nutty and fruit, savory,,,
593,Willie's Cacao,U.K.,2010,Madagascar,Sambirano,0.71,3," B,S,C",3,dry, mild fruit,,,
457,Willie's Cacao,U.K.,2009,Peru,San Martin,0.7,3," B,S,C",3,sandy, rich, earthy,,
2060,Tosier,U.K.,2018,Bolivia,"Alto Beni, 2016",0.7,3," B,S,C",3,spicy, cocoa, sweet,,
1948,Beau Cacao,U.K.,2017,Malaysia,"Asajaya E, NW Borneo, b. #132/4500",0.73,3," B,S,C",3,caramel, spice, earthy,,
1223,Pump Street Bakery,U.K.,2014,Ecuador,Guantupi River,0.75,3," B,S,C",3,perfume, roasted caramel,,,
363,Artisan du Chocolat,U.K.,2009,Peru,Peru,0.75,3," B,S,C",3,spicey, mild metallic,,,
363,Artisan du Chocolat,U.K.,2009,Madagascar,Madagascar,0.8,3," B,S,C",3,sl. bitter, cherry, rich,,
2048,Land,U.K.,2018,Nicaragua,Nueva Guinea,0.71,3," B,S,C",3,simple, earthy, cocoa,,
245,Hotel Chocolat (Coppeneur),U.K.,2008,St. Lucia,St. Lucia,0.72,3," B,S,C",3,grassy, tobacco, intense,,
2330,Harris & James,U.K.,2019,India,Kerla,0.7,3," B,S,C",3,sandy, sweet, cocoa,,
2696,Green Door,U.K.,2021,India,"Idukki Hills, batch 11",0.7,3," B,S,C",3,spicy, vanilla,,,
2218,Kad Kokoa,Thailand,2018,Thailand,Chumphon,0.7,3," B,S,C",3,floral, earthy, grassy,,
636,Beschle (Felchlin),Switzerland,2011,Venezuela,Maracaibo,0.88,3," B,S,C",3,bitter then nutty rustic, earthy,,,
636,Beschle (Felchlin),Switzerland,2011,Madagascar,Madagascar,0.64,3," B,S,C",3,chunky, nutty, banana,,
2306,Taucherli,Switzerland,2019,Nicaragua,Nicaragua,0.72,3," B,S,C",3,nutty, off, roasty, fatty,
341,Original Beans (Felchlin),Switzerland,2009,Peru,"Piura, Apotequil, ""Porcelana"" 72hr c.",0.75,3," B,S,C",3,creamy, sour banana, lemon,,
331,Original Beans (Felchlin),Switzerland,2009,Congo,"D.R. Congo, Cru Virunga",0.7,3," B,S,C",3,vegetable and honey,,,,
1614,The Barn,Sweden,2015,Peru,Peru,0.7,3," B,S,C",3,sandy, sweet, raisins,,
1267,Metiisto,Sweden,2014,Brazil,"Fazenda Sempre Firme P., Bahia, batch 7",0.7,3," B,S,C",3,fatty, creamy, olive,,
1856,Malmo,Sweden,2016,Venezuela,Chuao,0.7,3," B,S,C",3,hammy, unrecognizable,,,
2338,Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",0.75,3," B,S,C",3,muted, grapes, astringent,,
2338,Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",0.75,3," B,S,C",3,spicy, tobacco,,,
1832,De Villiers,South Africa,2016,Madagascar,"Sambirano Valley, batch 2477",0.7,3," B,S,C",3,high roast, fruit,,,
2076,organicfair,South Africa,2018,Panama,Panama,0.71,3," B,S,C",3,fatty, bland, some spice,,
209,Claudio Corallo,Sao Tome & Principe,2008,Blend,Terreiro Velho P. w/ sugar crystals,0.8,3," B,S,C",3,bitter, light lime, sour,,
2056,Auro,Philippines,2018,Philippines,South Cotabato,0.7,3," B,S,C",3,sandy, roasty, nutty,,
2056,Auro,Philippines,2018,Philippines,"Paquibao E., 2016",0.7,3," B,S,C",3,waxy, dried fruit,,,
2210,Tribar,Peru,2018,Peru,Ucayali,0.73,3," B,S,C",3,powdery, complex, rubber,,
2142,Nina,Peru,2018,Peru,Chazuta,0.7,3," B,S,C",3,pungent, grape, sour,,
2202,FJAK,Norway,2018,Madagascar,Bejofo,0.7,3," B,S,C",3,molasses, sour notes,,,
316,Ah Cacao,Mexico,2009,Mexico,Tabasco,0.7,3," B,S,C",3,gritty, spice, cocoa,,
1800,Quetzalli (Wolter),Mexico,2016,Mexico,"Uranga, Lot 22032016",0.74,3," B,S,C",3,waxy, gritty, spicy, hammy,
2490,MUCHO,Mexico,2020,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas",0.7,3," B,S,C",3,light color, spicy, sweet, sour,
1450,Emily's,Japan,2015,Venezuela,Patanemo,0.79,3," B,S,C",3,coarse, woody, roasty,,
2036,Ruket,Italy,2018,Haiti,"Pisa, lot 03HA",0.75,3," B,S,C",3,cocoa base, spice,,,
2036,Omnom,Iceland,2018,Nicaragua,Nicaragua,0.73,3," B,S,C",3,intense spice, coarse,,,
1247,Omnom,Iceland,2014,Papua New Guinea,Papua New Guinea,0.7,3," B,S,C",3,intensely smokey,,,,
761,Szanto Tibor,Hungary,2011,Venezuela,Crudo,0.7,3," B,S,C",3,rustic, sugar dominates,,,
1494,Mesocacao,Honduras,2015,El Salvador,El Salvador,0.7,3," B,S,C",3,dairy, caramel,,,
558,Coppeneur,Germany,2010,Trinidad,Trinidad,0.72,3," B,S,C",3,dry, spicy, woody,,
478,Coppeneur,Germany,2010,Venezuela,Chuao,0.7,3," B,S,C",3,fruity, bland,,,
341,Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",0.72,3," B,S,C",3,creamy, buttery, non descript,,
220,Coppeneur,Germany,2008,Venezuela,"Porcelana, Venezuela",0.72,3," B,S,C",3,lemon, sour, slight metallic,,
220,Coppeneur,Germany,2008,Mexico,"Porcelana, Tabasco, Mexico",0.72,3," B,S,C",3,intense, tangy, berry, sour,
196,Coppeneur,Germany,2007,Madagascar,"Sambirano, Menava P.",0.72,3," B,S,C",3,creamy, woodsy, cocoa,,
1768,Belyzium,Germany,2016,Belize,Belize south,0.78,3," B,S,C",3,sweet, nibby, green,,
2716,Meybol,Germany,2022,Peru,"Cusco No. 3, Chuncho Collection",0.72,3," B,S,C",3,pungent, grape, apricot,,
1209,Erithaj (A. Morin),France,2014,Vietnam,Ham Luong,0.8,3," B,S,C",3,mild bitter, smoke, hammy,,
395,Bonnat,France,2009,Mexico,"Xoconusco, cacao Real",0.75,3," B,S,C",3,fatty, roasty, earthy,,
336,Bonnat,France,2009,Mexico,"Porcelana, Tabasco, Marfil de Blanco",0.75,3," B,S,C",3,mild bitter, nut, possible mold,,
331,Bonnat,France,2009,Ivory Coast,Ivory Coast,0.75,3," B,S,C",3,oily, intense cocoa, sl. Burnt,,
81,Bonnat,France,2006,Sri Lanka,Ceylan,0.75,3," B,S,C",3,vegetal, dominant tobacco,,,
1379,Ara,France,2014,Venezuela,Trincheras,0.75,3," B,S,C",3,nutty, mild spice, mild earthy,,
1375,Ara,France,2014,Madagascar,Madagascar,0.75,3," B,S,C",3,sandy, fruity, short,,
252,Chchukululu (Tulicorp),Ecuador,2008,Ecuador,Los Rios,0.75,3," B,S,C",3,dry, sandy, cocoa,,
2394,Kah Kow - USA,Dominican Republic,2019,Dominican Republic,El Antiguo (Monet Plata & Duarte ),0.7,3," B,S,C",3,sandy, sweet, acidic,,
1680,Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,0.6,3," B,S,C",3,oily, sweet, dairy, bland,
2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 2x turned",0.7,3," B,S,C",3,floral, sticky,,,
2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",0.6,3," B,S,C",3,sweet, metallic,,,
1049,Nahua,Costa Rica,2013,Costa Rica,"Costa Rica, Oscuro",0.7,3," B,S,C",3,earthy, spicy, cocoa,,
1884,Carlotta Chocolat,Colombia,2016,Colombia,Arauca,0.65,3," B,S,C",3,sweet, marshmallow,,,
2182,Tibito,Colombia,2018,Colombia,"Meta, lot 052",0.7,3," B,S,L",3,floral, vegetal,,,
2478,Finnia,Canada,2020,Mexico,Mexico,0.7,3," B,S,C",3,banana, bland, sour, off,
2676,Chaleur B,Canada,2021,Belize,Maya Mountain,0.7,3," B,S,C",3,vanilla, sour, bubblegum,,
2672,Chaleur B,Canada,2021,Madagascar,"Ambanja, Sambirano Valley",0.7,3," B,S,C",3,cherry, sour milk, brownie,,
2474,Sweetness,Canada,2020,Mexico,Tabasco,0.74,3," B,S,C",3,dried fig, earthy, dirty,,
2068,Soma,Canada,2018,Haiti,"Pisa, Creole Gardens",0.7,3," B,S,C",3,sweet edge, lemon, muted,,
387,Soma,Canada,2009,Dominican Republic,Conacado,0.7,3," B,S,C",3,slow to develop, nutty,,,
377,Soma,Canada,2009,Dominican Republic,Hispaniola,0.7,3," B,S,C",3,sticky, few grits, mild fruit,sour,
2652,Sirene,Canada,2021,Mexico,"Soconusco, Rayen Cacao Co-op",0.73,3," B,S,C",3,bland, sour, lacks development,,
2238,Qantu,Canada,2018,Peru,"Bagua, Amazonas",0.7,3," B,S,C",3,pungent, grapes,,,
1165,organicfair,Canada,2013,Ecuador,Mindo,0.72,3," B,S,C",3,spicy, sweet, high roast,,
1165,organicfair,Canada,2013,Dominican Republic,Caribe,0.72,3," B,S,C",3,sandy, cinamon, high roast,,
1311,Hummingbird,Canada,2014,Nicaragua,"Momotombo, batch 74",0.7,3," B,S,C",3,earthy, metallic edge,,,
1311,Hummingbird,Canada,2014,Bolivia,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",0.7,3," B,S,C",3,woody, floral, metallic,,
1307,Hummingbird,Canada,2014,Bolivia,"Bolivia, batch 85",0.7,3," B,S,C",3,intense, cherry, metallic,,
1201,Habitual,Canada,2014,Blend,Amazonas,0.8,3," B,S,C",3,sandy, roasted vegetal,,,
1201,Habitual,Canada,2014,Blend,Africa meets Latina,0.7,3," B,S,C",3,fatty, nutty, earthy,,
935,Q Chocolate,Brazil,2012,Brazil,Brazil,0.6,3," B,S,C",3,sweet, intense banana,,,
2732,Nicolas,Brazil,2022,Brazil,Terruc Tuere,0.72,3," B,S,C",3,molasses, earthy, flat,,
2354,Mission,Brazil,2019,Puerto Rico,"Puerto Rico, 2018 harvest",0.7,3," B,S,C",3,powdery, intense, floral,,
304,Dolfin (Belcolade),Belgium,2008,Blend,"Africa, West Africa",0.88,3," B,S,L",3,sticky, floral,,,
2732,Didier Smeets,Belgium,2022,Madagascar,Madagascar,0.63,3," B,S,C",3,sl sour, grassy, off, fatty,
2294,Chocolatoa,Belgium,2019,India,"Idukki Hills, GoGround, batch 0089",0.7,3," B,S,C",3,nutty, honey, grassy,,
2736,Cedric de Taeye,Belgium,2022,Cuba,"Baracoa, Guantanamo Province, (72% Beans)",0.72,3," B,S,C",3,bitter, fatty, woodsy,,
2230,Zoto (Chocolatoa),Belgium,2018,DR Congo,"Kilimamwenza, Ituri Province",0.68,3," B,S*,C",3,fatty, herbal, earthy,,
2044,Zoto (Chocolatoa),Belgium,2018,Nicaragua,"Jeru Antiguo, batch jan705, 2 turns",0.72,3," B,S,C",3,intense earthy,,,,
2570,Millesime,Belgium,2021,Tanzania,Kilombero Valley,0.9,3," B,S,C",3,sandy, bitter, sour fruit,,
2570,Millesime,Belgium,2021,India,Kaithapara,0.74,3," B,S,C",3,unripe fruit, sour, watery,,
2346,Millesime,Belgium,2019,Brazil,"Fazenda Leolinad, Bahia, 2017 H.",0.76,3," B,S,C",3,dry, sandy, dirt, empty,
2346,Millesime,Belgium,2019,India,"Kaithapara Village, Idukki, Kerala, 2017 H.",0.74,3," B,S,C",3,dry, sandy, empty, sweet,
2346,Millesime,Belgium,2019,Ecuador,"Los Rios, Arriba, 2017 Harvest",0.7,3," B,S,C",3,sandy, nutmeg, astringent,,
2112,Mike & Becky,Belgium,2018,Dominican Republic,"Oko Caribe, hispaniola, 2017 harvest",0.7,3," B,S,C",3,fatty, simple,,,
2036,Zotter,Austria,2018,Blend,"Dry Aged, 30 yr Anniversary bar",0.75,3," B,S,C",3,fatty, earthy, cocoa,,
1824,Zart Pralinen,Austria,2016,Tanzania,"Kakao Kamili, Kilombero Valley",0.85,3," B,S,C",3,melon, mild tart, bitter, fatty,
1836,Martin Mayer,Austria,2016,Haiti,Pisa,0.82,3," B,S,C",3,sandy, earthy, sweet edge,,
1231,Bright,Australia,2014,Madagascar,Somia Plantation,0.72,3," B,S,C",3,sweet, mild molasses, bland,,
1864,"Smooth Chocolator, The",Australia,2016,Vietnam,Tien Giang,0.7,3," B,S,C",3,creamy, molasses, off note,,
1666,"Smooth Chocolator, The",Australia,2015,Peru,"Maranon, batch 2",0.67,3," B,S,C",3,light brown, grits, floral,,
2122,Franceschi,Venezuela,2018,Venezuela,"Chuao, batch 4, Lot DH17",0.85,2," B,S",3,sl. dry, gritty, fruity, nuts,
2278,Cacao de Origen,Venezuela,2019,Venezuela,Canoabo,0.7,2," B,S",3,raspberry, dirty, sour,,
2438,Aelan,Vanuatu,2019,Vanuatu,"EPI Island, batch E 11/19",0.7,2," B,S",3,sandy, woody, spicy, sweet,
1209,French Broad,U.S.A.,2014,Costa Rica,San Andres,0.8,2," B,S",3,mild bitter, roasty, red berry,,
2154,Five (5)Mile,U.S.A.,2018,Colombia,"Tumaco, batch 23abc",0.75,2," B,S",3,high acidity, bitter, nutty,,
2198,ENNA,U.S.A.,2018,Vietnam,"Ben Tre, batch 77",0.72,2," B,S",3,intens, brownie, spicy, metal,
2534,El Buen,U.S.A.,2020,Colombia,Tumaco,0.7,2," B,S",3,cocoa, spice, alcohol, dirty,
2534,El Buen,U.S.A.,2020,Madagascar,"Akessons, Sambirano Valley",0.7,2," B,S",3,molasses, red fruit, astringent,,
2390,Double Spiral,U.S.A.,2019,Dominican Republic,Hispaniola,0.75,2," B,S",3,dry, cocoa, grassy, spicy,
769,Dick Taylor,U.S.A.,2011,Dominican Republic,La Red,0.74,2," B,S",3,earthy, tart, sour,,
1920,DAR,U.S.A.,2016,Vietnam,Vietnam,0.72,2," B,S",3,raisins, astringent,,,
2550,Dandelion (Japan),U.S.A.,2021,Dominican Republic,"Zorzal Estate, 2017 h.",0.7,2," B,S",3,light caramel, sl. dry, earthy,,
2178,Dandelion,U.S.A.,2018,Sierra Leone,"Gola Rainforest, 2017 harvest",0.7,2," B,S",3,vegetal, high astringency,,,
2024,Dandelion,U.S.A.,2017,Costa Rica,"Hacienda Azul, 2016 Harvest",0.7,2," B,S",3,cocoa, sour, toffee, earthy,
1446,Dandelion,U.S.A.,2015,Belize,"Maya Mtn., Break Bar- Snark",0.7,2," B,S",3,intense, roasty, coffee, raisin,
805,Dandelion,U.S.A.,2012,Costa Rica,Upala,0.7,2," B,S",3,dried fruit, tannic,,,
2724,CRU,U.S.A.,2022,Honduras,"La Masica, batch 21155",0.72,2," B,S",3,floral, mild molasses, astringent,,
1764,Chocolate Con Amor,U.S.A.,2016,Venezuela,Ocumare,0.8,2," B,S",3,gritty, nutty, caramel,,
1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,0.75,2," B,S",3,sandy, rich, roasty, earthy,
1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,0.6,2," B,S",3,gritty, sweet, molasses,,
641,Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republicm, rustic",0.72,2," B,S",3,rustic, sweet, one dimensional,,
2076,Cacao Gonzales,U.S.A.,2018,Venezuela,Chuao,0.7,2," B,S",3,poor texture, earthy,,,
1756,Blue Bandana,U.S.A.,2016,Dominican Republic,Zorzal Reserva,0.75,2," B,S",3,astringent, sour, coffee,,
2114,Bixby,U.S.A.,2018,Guatemala,Guatemala,0.7,2," B,S",3,molasses, earthy, spicy,,
2108,Bixby,U.S.A.,2018,Haiti,Haiti,0.7,2," B,S",3,floral, molasses, chemical,,
565,Bittersweet Origins,U.S.A.,2010,Venezuela,"Ocumare, prototype",0.78,2," B,S",3,nutty, mild bitter,,,
565,Bittersweet Origins,U.S.A.,2010,Madagascar,"Sambirano, 2009",0.7,2," B,S",3,red berry, strong wine, sour,,
414,Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,0.75,2," B,S",3,chalky, strong, harsh smoke,,
256,Bittersweet Origins,U.S.A.,2008,Ghana,Ankasa,0.7,2," B,S",3,nutmeg, sour,,,
233,Bittersweet Origins,U.S.A.,2008,Madagascar,Sambirano,0.71,2," B,S",3,rich cocoa, red berry, sour,,
2656,Woodblock,U.S.A.,2021,Tanzania,"Kokoa Kamili, batch 23",0.7,2," B,S",3,short, tart, fruit, sweet edge,
1243,Woodblock,U.S.A.,2014,Peru,"Maranon, Cajamarca",0.7,2," B,S",3,sandy, intense, mild nutty,,
825,Woodblock,U.S.A.,2012,Costa Rica,Costa Rica,0.7,2," B,S",3,roasty, metallic, coffee,,
1458,Violet Sky,U.S.A.,2015,Venezuela,Cuyagua,0.77,2," B,S",3,intense, mild bitter, roasty,,
1458,Violet Sky,U.S.A.,2015,Belize,Moho River Valley,0.77,2," B,S",3,mild metallic, brownie, earth,,
2578,Videri,U.S.A.,2021,Dominican Republic,Zorzal,0.75,2," B,S",3,roasty, berry notes,,,
2186,Vicuna,U.S.A.,2018,Guatemala,Alta Verapaz,0.7,2," B,S",3,earthy, sour, intense,,
1752,Upchurch,U.S.A.,2016,Madagascar,"Madagascar, Sassy Bar",0.72,2," B,S",3,sweet, acidic, tart,,
1438,Undone,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Nourish",0.7,2," B,S",3,tart, tangy, mild cocoa,,
1239,Treehouse,U.S.A.,2014,Dominican Republic,Conacado,0.72,2," B,S",3,baked, roasty, coffee,,
1157,Solstice,U.S.A.,2013,Venezuela,Amazonas,0.7,2," B,S",3,dairy, cheese, molasses,,
1157,Solstice,U.S.A.,2013,Madagascar,Sambirano,0.7,2," B,S",3,dry, molasses, sour,,
1518,Sol Cacao,U.S.A.,2015,Madagascar,Madagascar,0.72,2," B,S",3,tangy, sour, intense,,
1335,Shark Mountain,U.S.A.,2014,Ecuador,Ecuador,0.75,2," B,S",3,coffee, nutty,,,
2108,Seahorse,U.S.A.,2018,Dominican Republic,Zorzal,0.7,2," B,S",3,earthy, mild fruit, sticky,,
793,Rogue,U.S.A.,2011,Bolivia,"Silvestre, Batch 1, 2011",0.75,2," B,S",3,rich brownie, roasty, sour,,
213,Rogue,U.S.A.,2008,Trinidad,Trinidad,0.7,2," B,S",3,dry, honey, roasty,,
213,Rogue,U.S.A.,2008,Madagascar,"Sambirano, 2008",0.7,2," B,S",3,raisins, sour, roasty,,
1181,Ritual,U.S.A.,2013,Peru,"Maranon, Cajamarca, batch 002",0.75,2," B,S",3,intense, roasty, spice,,
654,Potomac,U.S.A.,2011,Costa Rica,"Upala, Batch 18",0.7,2," B,S",3,fudgey, mild smoke,,,
1251,Parliament,U.S.A.,2014,Bolivia,Alto Beni,0.7,2," B,S",3,gritty, woody, acidic,,
175,Askinosie,U.S.A.,2007,Ecuador,San Jose del Tambo,0.7,2," B,S",3,smooth, astringent, cocoa,,
2704,Odyssey,U.S.A.,2021,Venezuela,Chuao,0.8,2," B,S",3,berries, burnt, rubbery, off,
2494,Odyssey,U.S.A.,2020,Tanzania,Kokoa Kamili,0.7,2," B,S",3,sour banana, muted,,,
2490,Odyssey,U.S.A.,2020,Guatemala,Cahabon,0.7,2," B,S",3,damp woody, leather, cocoa,,
1458,Nuance,U.S.A.,2015,Venezuela,"Canoabo, 2013, batch 2642",0.7,2," B,S",3,intense, slightly burnt,,,
2760,Nostalgia,U.S.A.,2022,Peru,Ucayali,0.7,2," B,S",3,grass, tobacco,,,
2760,Nostalgia,U.S.A.,2022,Mexico,Tabasco,0.67,2," B,S",3,sl. sweet, basic cocoa,,,
2134,Nibble,U.S.A.,2018,Brazil,Bahia,0.72,2," B,S",3,notes from sugar,,,,
1526,Nibble,U.S.A.,2015,Peru,Tumbes,0.72,2," B,S",3,molasses, malt, raisin,,
1526,Nibble,U.S.A.,2015,Madagascar,"Ambanja, Sambirano Valley",0.72,2," B,S",3,molasses, bright fruit,,,
1900,Mutari,U.S.A.,2016,Vietnam,"Tien Giang, batch 1 SRB",0.8,2," B,S",3,gritty, tart, molasses,,
1614,Molucca,U.S.A.,2015,Dominican Republic,La Red,0.7,2," B,S",3,overly intense, tart, red fruit,,
2170,Moka Origins,U.S.A.,2018,Cameroon,"Kombone Village, 2018 Harvest",0.68,2," B,S",3,earthy,,,,
